id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
128	american standard	-0.1889	0.5961	1	154	208	14	2013.3571
129	ammonium	-0.5232	-0.0891	4	259	370	24	2015.125
130	amplitude	-0.0243	0.3694	1	177	276	19	2017.5263
131	anaerobic biodegradation	-0.2976	0.085	4	66	99	11	2015.5455
132	anaerobic co digestion	-0.5857	-0.3175	2	121	157	12	2016.5833
133	anaerobic condition	-0.6526	0.162	4	140	224	18	2014.7778
134	anaerobic digestion	-0.6505	-0.3065	2	764	1688	121	2015.7273
135	analyte	0.1164	0.3082	1	129	183	25	2014.76
136	anfis	0.2139	0.0371	1	113	153	14	2019.3571
137	anhydrosugar	-0.1219	0.1956	1	133	173	12	2014.5
138	animal fat biodiesel	0.7034	-0.1835	3	127	165	13	2015.5385
139	animal feed	-0.6588	-0.2906	2	377	533	39	2014.7179
140	anisole	0.2777	0.4934	1	204	281	18	2017.3889
141	ann	0.549	0.1357	1	396	910	55	2016.5455
142	ann model	0.7141	0.1007	1	250	471	26	2017.2692
143	anova	0.4316	0.2489	1	330	557	34	2017.2059
144	anti	0.4784	0.3541	3	202	273	21	2015.8571
145	antioxidant	0.3079	0.2643	1	551	1238	108	2015.7037
146	antioxidant activity	0.1396	0.2941	1	97	137	13	2016.2308
147	antioxidant additive	0.4656	0.2607	1	222	386	29	2016.069
148	apparent activation energy	0.002	0.7209	1	169	216	14	2016.2143
149	april	-0.2296	-0.4707	2	212	328	25	2013.8
150	aquaculture	-0.7852	-0.1799	4	129	157	11	2017.3636
151	aqueous medium	-0.306	0.6294	1	146	173	13	2016.7692
152	aqueous phase	-0.3518	0.3088	1	563	954	79	2015.6456
153	aqueous solution	-0.1503	0.4811	1	277	363	33	2014.4848
154	arabidopsis	-0.6915	-0.085	2	120	208	18	2016.0556
155	arable land	-0.5465	-0.5327	2	482	841	53	2014.1321
156	argentina	-0.5389	-0.7501	2	256	371	23	2014.087
157	argument	-0.3861	-0.7804	2	176	226	18	2014.1667
158	arid	-0.4534	-0.571	2	218	284	19	2014.1579
159	arid region	-0.4628	-0.563	2	150	176	13	2015.7692
160	aromatic	0.0299	0.4886	1	1048	2693	180	2015.6278
161	aromatic hydrocarbon	0.0543	0.4471	1	556	1083	66	2015.9848
162	aromatic ring	0.1485	0.3519	1	210	275	15	2016.3333
163	aromatization	-0.1654	0.7427	1	187	300	20	2016.95
164	artificial neural network	0.5959	0.1221	1	492	1149	76	2016.6053
165	asia	-0.2724	-0.565	2	393	628	49	2012.3673
166	aspen	-0.5151	-0.1528	2	232	339	23	2018.087
167	aspen plus	-0.4258	-0.1409	2	303	507	38	2016.4211
168	aspergillus niger	-0.4892	0.3284	4	117	132	10	2014.7
169	aspirated diesel engine	1.3615	-0.0235	3	168	317	15	2018.4
170	assumption	-0.4636	-0.5878	2	939	2372	157	2014.6943
171	astm	0.0608	0.4026	1	991	2661	169	2015.9645
172	astm d	0.1012	0.5268	1	477	923	60	2014.4167
173	astm d6751	-0.1455	0.3671	4	760	1905	124	2016.2258
174	astm d6751 standard	0.1518	0.5749	1	118	157	10	2016.9
175	astm specification	0.0169	0.538	1	135	158	10	2014.4
176	atm	0.4737	0.3815	3	337	626	46	2014.8478
177	atmospheric pollutant	0.1245	-0.4013	2	107	129	10	2012.9
178	atmospheric pressure	0.3926	0.3711	1	596	1123	98	2014.9388
179	atomization	1.127	-0.1074	3	485	1203	81	2015.5802
180	atomization characteristic	1.1059	-0.1344	3	122	196	16	2015
181	atomizer	1.0545	-0.0849	3	135	281	21	2014.9048
182	attractiveness	-0.1772	-0.5981	2	197	255	14	2013.0714
183	august	-0.2127	-0.5368	2	146	174	14	2016.0714
184	australia	-0.2378	-0.5517	2	301	426	28	2013.5
185	austria	-0.4535	-0.5547	2	159	196	13	2012.2308
186	auto ignition	1.0215	-0.0707	3	246	399	24	2016.125
187	autoignition	0.9204	0.1086	3	140	191	13	2015.5385
188	automotive diesel engine	0.8553	-0.3341	3	189	291	21	2014.1905
189	automotive engine	0.746	-0.3121	3	211	272	19	2014.7895
190	autumn	-0.5185	-0.2885	2	192	257	19	2014.6316
191	available biofuel	0.6466	-0.3681	3	120	139	10	2012.2
192	available resource	-0.2373	-0.5765	2	112	128	10	2015.2
193	available technology	-0.6054	-0.5199	2	169	193	14	2015.3571
194	average particle size	0.1431	0.6639	1	204	264	14	2016.6429
195	average reduction	0.8891	-0.2792	3	208	320	16	2015.3125
196	aviation industry	-0.2259	-0.4792	2	226	313	23	2017.5217
197	aviation sector	-0.1336	-0.5869	2	253	339	26	2017.1923
198	b10	0.782	-0.0507	3	499	1112	64	2017.2188
199	b100	0.5617	0.1381	3	231	322	19	2016.5789
200	b15	0.8607	-0.128	3	206	335	19	2017.7368
201	b20	0.8811	-0.1961	3	1229	5830	349	2015.6476
202	b20 blend	0.8118	-0.1779	3	324	626	39	2016.1026
203	b20 fuel	0.9092	-0.192	3	288	456	27	2015.2593
204	b30	1.0727	-0.1804	3	145	196	12	2018.5833
205	b50	0.6628	-0.2467	3	324	517	28	2015.4643
206	b60	1.0737	-0.2573	3	133	194	10	2016.3
207	bacterium	-0.5571	0.1369	4	630	1311	110	2016.1636
208	ball	0.6045	0.1489	3	163	269	22	2015.5455
209	bap	0.3504	-0.315	3	110	154	11	2013.6364
210	bar	0.6505	0.2475	3	1332	4701	269	2017.0223
211	bar imep	1.3325	-0.2046	3	141	226	11	2015.1818
212	bar injection pressure	1.4742	-0.1954	3	198	383	17	2018.9412
213	bar pressure	-0.1479	0.368	1	136	158	12	2016.8333
214	barley	-0.4844	-0.6801	2	207	279	17	2013.6471
215	barrel	-0.4693	-0.421	2	201	248	21	2013.0952
216	basal medium	-0.8735	0.2324	4	257	435	23	2017.1304
217	base case	-0.5402	-0.4078	2	374	567	36	2015.4167
218	base case scenario	-0.6239	-0.6103	2	161	204	12	2014
219	base catalyst	-0.0422	0.7479	1	366	606	40	2014.625
220	base diesel	1.1252	-0.1406	3	136	198	11	2017.2727
221	base fuel	1.2331	-0.1091	3	409	876	45	2016.6222
222	baseline diesel	1.0856	-0.3103	3	289	495	24	2016.7917
223	baseline diesel fuel	1.1608	-0.0294	3	196	313	17	2012.3529
224	baseline fuel	1.2069	-0.2523	3	234	356	19	2015
225	baseline scenario	-0.5482	-0.7637	2	251	354	22	2016.2727
226	basic catalyst	-0.003	0.8437	1	254	449	32	2015.5938
227	basic property	0.1903	0.7033	1	156	209	15	2014
228	basic site	-0.0491	0.9393	1	237	405	20	2018.75
229	basic strength	-0.0427	0.9512	1	150	249	11	2016.7273
230	basicity	-0.0676	0.9682	1	359	863	46	2016.5435
231	batch	-0.4099	0.4241	4	668	1245	90	2014.7222
232	batch cultivation	-0.8539	0.3577	4	206	368	25	2015.04
233	batch culture	-0.9216	0.2994	4	294	625	39	2013.5385
234	batch experiment	-0.4993	0.4191	1	217	279	20	2015.4
